id,sentence,label
24704,She even asked me if I had a physical copy of my ultrasound results... without me having to talk about it.,positive
24706,Quality is not a quantity like other corporate hairdressers.,positive
24709,"The pleasure of the film is the chance it allows to watch Jackson, who also served as executive producer, take his smooth act, shrewd, powerful abroad.",positive
24719,"In addition to having such a quantity of meat, the meat was so wet that it had tasted as if it had been in the chile for a while when we all know that it hasn't been since they made the bowl at the command.",positive
24720,We continue to return because they are the only hand-washing place in the area.,positive
24721,"After Forrest Griffin made me happy, I decided to end the evening with something like The Hot Crab or Crab Cabin.",positive
24722,The goals are included in the range fees. It makes me happy.,positive
24729,Im fine - good for the first chronometers or beginners who like the wooden ball.,positive
24732,"A journey that spans almost three decades of bitter camaraderie and history, in which we feel that we really know what Holly and Marina tick are doing, and our hearts go to them as the two continue to negotiate their imperfection, a love-hate relationship.",positive
24733,Usually go there Friday nights for a few beers and fun with friends that is about it.,positive
24734,I encourage young and old alike to see this unique and entertaining twist on the whale's classic tale -- you won't be sorry!,positive
24737,A persuasive pre-WWII drama with lively characters and a warm and moving message.,positive
24741,All he wants is for everyone to experience great food and taste.,positive
24743,I really like the quality of their milk tea and their boba has the perfect consistency to chew. It was so good.,positive
24745,Am I eating a barbecue?,positive
24749,"The shake was great and by the time I finished it, my order was ready.",positive
24750,"... the story, like Ravel 's Bolero, built at a crescendo that encompasses much more paths than we started with.",positive
24758,The only drawback to this place is that I would like them to be open 24 hours!,positive
24759,"The boy, I had disappeared.",positive
24760,It's good to fall off the bone.,positive
24765,"Once we ordered a cheese-free pizza by mistake, we called them back and replaced it for free.",positive
24769,I'll go back to the restaurant.,positive
24772,The woman who welcomed us and the waiter were both sociable.,positive
24777,"I thought I had done the best, they proved me wrong!!",positive
24780,My seats were in the front row and I had a lot of room.,positive
24781,It has a solid 4 stars the gf was in need of Calamari and I had not had spaghetti and meatballs for a long time.,positive
24782,Could they be more juicy?,positive
24784,By far the best Koobideh tasting I've ever had.,positive
24791,"Spectacular in every sense of the word, even if you don't know an Orc of an Uruk-Hai.",positive
24792,I made a reservation for a one-week stay by Hotwire from July 1st.,positive
24793,We were greeted at the door and immediately sat at our table.,positive
24795,"To shop in a decent shopping center, Yorkdale is just a hop and a subway jump, and is much less crowded with about the same (if not better) selection of stores.",positive
24799,He's made drinks to perfection!,positive
24807,"They offered to take her to the street at L&P Auto Body to get an estimate for the repair, but when I went back later to pick it up, they told me that they had ended up repairing it themselves for unless the body shop would have billed.",positive
24808,The cheese I think was American but didn't go past the sandwich.,positive
24815,"It's a well managed case, a film about human darkness but engraved with a light -LRB- but not sensitive -RRB- touch.",positive
24818,"She's quick, polite and effective if you're a boy.",positive
24819,I've always liked going to this restaurant.,positive
24823,"After preparing the wings that were lemon pepper and hot buffalo, she showed them to me and seems very excited to serve the food.",positive
24824,"I've tried others in Gastonia but they can't match Sake prices, food or service.",positive
24827,"Now, I'm not a guacamole lover, the texture of the avocado disgusts me sometimes, but this thing was a.ma.zing.",positive
24834,"05/09/2018-UPDATE Thanks to the management and road manager of Sparklette, they came back and solved the problem with the cooler charged with my account, and are paying me back the money.",positive
24835,An order of fish and chips was also great and the homemade salad was also good.,positive
24845,"It looks really great that you did this, despite Co-vid.",positive
24846,We're probably going out for dinner 1x a month and it was our favorite place.,positive
24849,"My partner's on maternity leave, so I took the bill.",positive
24853,Your service is stacked with meat that melts just apart.,positive
24854,"They also have a decent bar with what looked like 5 local beers on the tap - I think it was three amsterdams, a local IPA, and something else.",positive
24861,One of my favorite places to eat in Las Vegas.,positive
24863,"If you like saving money, happy hour prices in Akaihana also simply known as ""Mr. Sushi"" are ridiculously cheap.",positive
24864,"After doing a Google search, Samosa Factory was the only place with excellent reviews so I tried it for myself.",positive
24866,The way it has been looked at for so long should tell you how important employees feel about their workplace.,positive
24870,Turns out I didn't mind.,positive
24874,"This is a young family, working long hours and taking very good care of their household.",positive
24875,"I've always had compliments on my nails, especially in the last 10 years.",positive
24876,"They came to our house for the first time on October 3, 2017.",positive
24881,Other times I love the salad thrown with chicken.,positive
24885,"If the story of real life is really inspiring, the film also awakens us.",positive
24889,"Don't have soggy almost as fast as chili cheese, were crispy until we finished them.",positive
24890,The barbecue sauce they use is amazing.,positive
24892,They're busy so the ladies work hard.,positive
24895,I love the first scenes of a New York City in 1899.,positive
24901,The kid who helped me was really cool.,positive
24904,"The little revision of good taste works wonders, improving the cultural and economic subtext, bringing a richer meaning to the morals of history.",positive
24911,"They didn't have an appointment available, but I think they heard despair in my voice and took me another 15 minutes before closing!",positive
24918,"My husband and I are total horror geeks as well as fans of Evil Dead movies, so naturally we were super excited when we discovered this musical.",positive
24921,"I like mussels, it looks cool.",positive
24926,"I've met so many people on this lake, super fun and plenty of room during the week... parties on weekends.",positive
24927,The older Asian man who wore the embroidered cowboy shirt and riding boots was sociable and managed our order quickly.,positive
24928,"I was going to order the chicken from the rotisserie which is always wet and tasty but, the trout was the special and we both ended up ordering it.",positive
24933,Server was polite and asked me if I would like to order something else - what I did.,positive
24938,"I checked my order before leaving to make sure that all the items were present, as they were.",positive
24939,Thank you cashier girl you saved me money and I never have to go back to this Sears again :),positive
24943,I think I ate most of the time!,positive
24945,"It's pretty hard to find someone in Toronto who cooks chicken in a drum, especially in the winter, so it's my place for the idiot.",positive
24947,We all had a different hamburger and all were so good at causing flatulence all night long.,positive
24952,They didn't let everyone in.,positive
24960,"I don't know what other critics are talking about with rice, he thought it was amazing.",positive
24961,"Unexplored opportunities in the history of ""Punch-Drunk Love"" may have worked against the minimalist intent of the manufacturer, but this is an interesting exercise by a talented writer/director Anderson.",positive
24965,I really liked customer service.,positive
24969,Jelly shots not too bad I went with magnum 44 with too strong drinks mixed it was not only bad bite and slightly fruity.,positive
24970,"Nicks refuses to let Slackers be seen as just another teen movie, which means he can be forgiven for prostrate frequently to the fans of the crude comedy.",positive
24972,"Sharon's talent is neither something you can learn in class, nor something you can teach!",positive
24973,They gave me a great birthday joy and took 20% off our check.,positive
24975,"There are many stores at the top of Boulder Hwy and beyond, but I've gone through many of these and you don't have the same feeling.",positive
24977,We divided the mussels and enjoyed them very much.,positive
24982,I will definitely contact FreeVegasClubPass the next time I'm on the Strip.,positive
24984,My daughter struggled to find a graduated dress with a good fit for her body.,positive
24987,"If you want low food, go somewhere else.",positive
24993,"Holm does his sly, complex magic, and Iben Hjelje is quite attractive as pumpkin.",positive
24994,"As for the little people, they like their meals... one had pancakes and the other a turkey club and a cup of corn.",positive
24997,This is what you are looking for in a good restaurant (hole in a wall).,positive
24998,"Oh by the way, the manager took care of us and the 3 slices we ate (my wife and 4 years old) of pizza pie were on the house.",positive
25003,Good food at a great price when you do not leave on happy time and also excellent service!,positive
25004,The menu was so optimistic.,positive
25006,"After taking my car to the store, I'm not taking my car anywhere else in the Phoenix area.",positive
25007,Staff and clients can easily meet and create efficiency.,positive
25008,The days of collection and deposit have been specified and have not changed.,positive
25015,Karaoke started on time.,positive
25021,"I don't know if they changed cooks or what, but the food isn't like at first.",positive
25032,That Haynes can both maintain and dismantle the facades that his genre and his character construction is an amazing realization of truthfulness and narrative grace.,positive
25033,"-LRB- Fiji diver Rusi Vulakoro and married couple Howard and Michelle Hall -RRB- show us the world they love and make us love, too.",positive
25036,"We continued to receive the plates after the plates at our table, various cut meats, tuna, oysters, rice, kimchi and so on.",positive
25043,Ask Megan to make fun of whoever you want and she'll do it!,positive
25048,I wasn't sure I could find anything to eat here knowing it was a vegan restaurant.,positive
25051,I've always loved the church chicken since I fell in love with Fried Chicken.,positive
25053,They also called me to find the cheapest place to get my dog's medication.,positive
25057,Much more pleasant than his predecessor.,positive
25058,The band that was playing next door was dope tho.,positive
25059,I heard breakfast was even better.,positive
25060,I recommend that they try it.,positive
25061,There's a reason why there's always a super long line in summer.,positive
25062,For drinks if you are sick order hot tea wisely with honey (server will know).,positive
25063,The atmosphere is very relaxed and the waiting staff is usually always corgill.,positive
25072,Many hope this place will kill him in Henderson!,positive
25078,The floor and the decor have always treated me well and bought me special items within 48 hours of the time they told me ALL TIME.,positive
25083,I'll be back for my next round.,positive
25085,Everything looks good to come in.,positive
25090,"The only drawback is that we've seen the desserts, but we're too full to eat!",positive
25095,"I told them I had an estimate of the $8,000 deposit and asked them if they would be able to get a better price and they said absolutely!",positive
25098,At least the town halls are alive.,positive
25104,"Yeah, I'm sure there are other doctors here in town that are okay, but you should go to this one if you're at all allowed to with your insurance.",positive
25105,"You could take your children and continue riding on the island because ""adult jokes"" will pass over their heads.",positive
25118,It was much more entertaining and exciting.,positive
25119,"He wasn't supposed to start well, but he started perfectly with the aperitif and drinks at the bar.",positive
25123,"Decent prices, a decent selection of beers accompanied by a good decor.",positive
25125,I liked the building.,positive
25128,I came because I saw a good food magazine in the newspaper.,positive
25129,"All I'm saying is... these people will do anything to make your order, NAY, your EXPERIENCE something great.",positive
25130,"It's a nice story, told with skill.",positive
25134,Thanks for coming!,positive
25136,I wouldn't trust our baby dogs with anyone other than Tim.,positive
25139,Great pleasure for both sports enthusiasts and ordinary rents whose idea of exercise is to climb the steps of a megaplex stadium-seat.,positive
25142,"$18 for a smog check and fortunately there was no wait, so for me only took about 10 minutes for the whole process.",positive
25143,"After a few days, he finally reminds me, then he comes out and makes me replace the 8 AA and bam, it works.",positive
25146,They will honor the groupon and have to pay the difference.,positive
25147,I knew before I arrived that I would have the carbonara for my entry through all the photos of Yelp!,positive
25154,There are no places like this in San Diego.,positive
25155,"Presents himself as a document of what he seemed to be a New Yorker -- or, really, a human being -- in the weeks after September 11.",positive
25158,"I can say with confidence that this place, headaches are not there.",positive
25161,The cashier wasn't friendly.,positive
25165,I treated both my clients and my new employee to a little grub here and everyone was super happy!Wonderful experience,positive
25171,Desserts - if you're lucky - but Tres Leche doesn't compete with anyone else.,positive
25174,I'm sure the wait won't be that long in the future.,positive
25175,"But a big local ""Honky Tonk"". nice place",positive
25179,She told Grandpa that he would have got 10% discount before the food arrived so that he could put on his VIP card and not lose it before the end of our meal.,positive
25184,"I wondered if we actually had an accident on the way there, and that we were dead and went to Heaven?",positive
25189,"Kay, fat and fragile in paper, made me salivate, made me blush with stomach juice, and made my eyes brown green.",positive
25199,The place was good.,positive
25201,Thank you for understanding that I've been fighting all day and that I couldn't fight anymore.,positive
25204,It's clean and furniture is all IKEA stuff.,positive
25205,An ideal place for a Christmas party.,positive
25207,Yum...,positive
25211,"I was upside down, Nope!",positive
25212,I stayed here because it was the hotel hosting an event that we had.,positive
25215,"The taxi driver was great, friendly and fast!",positive
25217,The DJ was amazing all night kept everyone dancing.,positive
25222,The good news is that the food was crowded.,positive
25223,But since I know a lot of employees.,positive
25229,"It can dissuade customers, but they don't know what they're missing.",positive
25232,We ask the hostess to drink and she brings them to us right away!,positive
25235,She's beautiful and makes me feel that way too.,positive
25241,"I mean, he has a shower if you ride a bike!",positive
25256,"It was about 1:45 p.m., so the breakfast crowd was gone and the place was empty, so we had the restaurant for ourselves.",positive
25262,Anna told me this restaurant had a cheap menu offered and I agree with her.,positive
25263,"With the food, the staff was very friendly.",positive
25266,Get a gargantuan pie at Benny Fierro's for your next football party.,positive
25268,Compared to my ultrasonic photo friends (it's only 12 weeks and her ultrasonic photos are amazing).,positive
25271,"I felt like I was crying in Harry Met Sally-esque's burning, screaming 'YES!'",positive
25278,It was a step in the right direction.,positive
25279,Good.,positive
25285,So it was the most convenient place that was actually open.,positive
25286,"I tried a new place, I can't wait to go home and try more.",positive
25288,Leigh succeeds in giving a dramatic slap to the face that is simultaneously painful and refreshing.,positive
25289,"Maybe he's a brainless man, but at least he's a funny brainless man.",positive
25293,The combo of 2 eggs was super mellow and seemed to have used 6 eggs.,positive
25304,"I asked the bartender if I was stuck with it or if we could replace it (when we saw that they had nothing dark on the tap, I could taste it before ordering) She was great and said ""no problem"".",positive
25305,The waitress was a doll and the atmosphere was calm.,positive
25309,Thank you Cox for helping me in my need!,positive
25311,I said yes!,positive
25320,One of my colleagues suggested the Urban Tea Loft as a comfortable restaurant that would be a perfect meeting place and said the food was excellent.,positive
25327,"When you have the wildly popular Wine Diesel in the equation, it is added to big box office tickets all but guaranteed.",positive
25331,Simone's not a bad movie.,positive
25338,"The film is hard to reject -- moody, thoughtful, and illuminated by biting humor flashes.",positive
25339,"If you're in the splash movies, then you'll probably have a pretty good time with The Salton Sea.",positive
25340,A gift to anyone who loves dance and cinema,positive
25341,I have been a member since the opening of the place and I have probably brought or recommended 15-20 people there some witches are now members.,positive
25346,The beer was iced.,positive
25353,Weekends they offer burnt cream that is pleasant.,positive
25355,Wide variety on the very stacked and crowded menu,positive
25358,"I saw this one, with the 4.5 stars and that it was right in front of our hotel (Marriott) and that it was a good choice.",positive
25359,"Certainly, the cars are not as fast or high-tech as those at the speed of K1, but three of us were able to run immediately, play mini golf, and play arcade games all for about 1/3 of the price of a race each at K1.",positive
25360,The servers were nice.,positive
25361,"I came as a second option, but I should have made it my first.",positive
25364,The numbered little killets will appreciate it.,positive
25365,"I'm a little girl, and I don't eat much anyway, but I was still hungry even after desserts, so it gives you an idea.",positive
25367,"I stayed at Flamingo for a conference, so I can't complain too much. It was a nice place.",positive
25370,I'm really surprised there's no more criticism here.,positive
25376,"The machine does all the work for you, sir, all you have to do is throw the oranges into the machine.",positive
25381,There's no reason to shop anywhere else.,positive
25385,Thank you to the Colorado legislature!,positive
25391,It's not Ticoz's business... it's a $3 sangria disguised as $10 sangria :) The sangria was beautiful and delicious.,positive
25394,The haircut was good.,positive
25395,Chips are not just the usual Mexican chips.,positive
25396,"My sister and I ordered hamburgers at a gourmet burger restaurant. The line was so long, and I injured my leg standing for half an hour. But they were very delicious and we will certainly have dinner there soon.",positive
25400,"Banana bread was the best of the four, but it was a tie 3 for the rest.",positive
25401,DJ playing dance music was good.,positive
25407,"If it's ice cream, everything else is frozen plastic imitation.",positive
25409,"If so, this place will be perfect for you!",positive
25410,It's a day at the beach -- with air conditioning and popcorn.,positive
25411,"When we first went to Dr. Burt's, he seemed to be a very nice and friendly man, and we've been living close to his office for about three years.",positive
25418,Food is usually shared because the portions are large enough for coffee.,positive
25420,"Kids love coming here to eat, and we go there at least once a week.",positive
25421,Our server was very friendly and helped us choose from the menu. He was the best.,positive
25425,Ooooh and naan are included in the buffet too!,positive
25428,I'm a first client whose wife loves Jet Pizza.,positive
25429,The bumblebee is great.,positive
25430,"It is a testimony for De Niro and director Michael Caton-Jones that by the end of the film, we accept the characters and the film, the defects and everything.",positive
25433,A insightful film of good quality.,positive
25436,My glass of water has never been empty for a long time.,positive
25441,My son loved his chicken offers (it's not a big surprise) they were big and crispy.,positive
25444,"The story itself has mostly told through camera interviews with several survivors, whose rivet memories are rendered with such clarity that it is as if everything had happened only yesterday.",positive
25446,"I'm gonna be honest, they looked great when she finished and I was very happy.",positive
25448,In the future!,positive
25449,"She seemed skillful for the most part, the process wasn't really so painful and she talked all the time what was a good distraction.",positive
25460,"This restaurant in the Sunnyslope area could be better described as ""do not judge a book by its cover"".",positive
25463,But that shouldn't stop you from rubbing it on another slice of pizza as well.,positive
25467,Go support a local team.,positive
25472,"As I am no longer in Etobicoke, I don't go there as often as I did before, but I always try to go there at least once in a while.",positive
25476,As we were preparing to pay the lady said they withdrew 10% of our bill.,positive
25481,Our society has allowed us to set a schedule for programming when each of us would bring our dog companions to work.,positive
25484,A winning comedy with indisputable observations on long-term friendships and ways in which we all lose track of ourselves trying to please others.,positive
25494,I ruined everything.,positive
25495,I haven't known customer service like that in a long time.,positive
25496,Maybe I took half an hour or forty-five minutes in total and they didn't charge me at all.,positive
25497,I love the Hilton Grand in Flamingo.,positive
25500,I had a great eggplant dish that deserves 5 stars himself.,positive
25501,Prices are considered reasonable for this type of restaurant although I really disagree since I can't afford to go.,positive
25502,"Exuberantly romantic and serenely melancholic, what time is it there?",positive
25503,"We tried a new car place. They helped me with a friendly and fast service, repairing the apartment long before they promised.",positive
25505,I was a frequent visitor when they first opened and enjoyed the variety of menus.,positive
25509,"About a year and a half ago, I faced the terrifying situation of having an upper deck, spanning four teeth, literally falling.",positive
25511,There are always sales of a kind that happen so rarely that you have to pay the full price for anything.,positive
25513,My colleague and I were really laughing.,positive
25514,"Honestly, I like the way my eyebrows look now, and I wish I had given my natural form much more credit earlier. very happy",positive
25515,My legs arrived so fast.,positive
25516,"The script is high on squaddie bander, low on shocks.",positive
25518,"It almost put me in a coma, and that's when the boyfriend started singing... girlfriend in a coma, I know, I know, it's serious.",positive
25521,"The staff was pretty friendly, I guess.",positive
25530,"At this point, I had only eaten half of my hamburger and felt unbearably satisfied; however, when we looked at the dessert menu, I knew that I had to push my limit a little further.",positive
25539,"It is like fast food in terms that you get it quickly, but not fast food in terms of quality.",positive
25540,I have to go into the details and raise my rating for this hotel.,positive
25541,I have free tickets to the Zero Authority concert.,positive
25542,"I wish I'd brought the sauces home, but the waiter told me they had them for sale.",positive
25543,"The food could be good, the service is good; therefore, my belly is always satisfied every time I am here.",positive
25544,All the pizzas I've had since are in comparison (here you see Settebello).,positive
25549,Someone said he thought he'd open the second.,positive
25557,"If you do it in / call in your order before 4 p.m., they will always give you their famous $5.99 special.",positive
25558,I've been coming here since they opened.,positive
25562,"Before our food came, they brought us tea, 2 kinds of soups, a little salad and 2 pieces of something like chips!",positive
25563,I can't submit a photo because I wasn't going to stop eating long enough to take one.,positive
25564,Richly entertaining and suggestive of any number of metaphorical readings.,positive
25575,I did an incredible massage and signed.,positive
25576,Quietly engaging.,positive
25590,"8-) Oh yes, I'll be back DMV!!",positive
25595,"A pleasant and pleasant family comedy, regardless of race.",positive
25597,"Second, many people avoid this place because it seems completely descended BUT in my past experiences some hole in the walls were the best.",positive
25604,"The farmers' market, when open, is the best place to buy products.",positive
25618,"Anyway, as you walk near you see the example of treats and thinking, why am I not eating these??",positive
25619,"Served with a tantalizely tart quenelle of cream cheese ice cream, a caramel icing and hard brittle pistachios, it was obvious that the ""pie"" was a bad name.",positive
25622,"My right hand is superb, but the French white on my left hand is serrated and thicker on one side than on the other.",positive
25623,I was in at least 10 different USPS stores and got OK for AWESOME service from different locations.,positive
25630,"My food came out of the room temperature, letting the flavors take over.",positive
25632,"It is advisable for spectators to sit near the back and squinter to avoid noticing really elegant lips-non-synching, but otherwise the production is quite elegant.",positive
25634,"Each week, they have a new selection of foods, labelled with ingredients and expiry dates.",positive
25636,"For most items, the costs are lower than those of pharmacies.",positive
25638,"I found a good selection of wires to the next nearest Michaels on Lake Mead/Tenaya, but none was on major sale as it was here.",positive
25643,Then a man came in and sat at a table and was immediately served.,positive
25644,The cave and the crush are on the point!,positive
25646,This concept is annoying.,positive
25660,I was more than welcome to drop him off at any time.,positive
25664,"No longer a well-kept secret, a great atmosphere and libations ...Excellent work ladies ... Your mother and I dog walkers friends, very proud of her daughters ... love",positive
25665,"You look like a winner, don't you think?",positive
25666,"I thought they'd wash my car, but they did much more than wash my car.",positive
25668,All guests are equally important.,positive
25671,"Wow, that sounds like a good time.",positive
25673,I'm completely crazy.,positive
25675,My wife and I were so happy when a casual Mediterranean restaurant opened at Desert Ridge.,positive
25677,Come and get the special people of nicotine taco !!,positive
25679,"The owner suggested the salami sandwich with swiss on the one with cheddar, but I tried both (and confirmed his suggestion).",positive
25680,J Lo- you keep on with your bad me!,positive
25685,"I don't think I could ever get Italian food anywhere else, this place is so good.",positive
25690,I feel like I just want to buy shares in this place and just so I can get an employee discount.,positive
25697,"Too bad I couldn't download a picture of the pizza I ordered (one of the pizzas ""Infused"" with prosciutto added).",positive
25701,Margarita pie is sweet and tastes similar to standard key lime.,positive
25708,Owner Tony prepared our hibachi order because all the other cooks were busy downstairs.,positive
25710,"If you really want something extraordinary, try the crab puffs.",positive
25712,One thing I have to say I like about Peoria Ford.,positive
25713,"I'm so glad we were suggested to go here because otherwise, we would never have found this place sitting in the back of an industrial park.",positive
25716,"Besides, your chances of being the victim of a round trip.",positive
25718,Only $2 to go swimming.,positive
25719,I'll be back as soon as I can.,positive
25721,Large portions therefore forget the diet or plan a 45 minute supplement on the treadmill in the morning.,positive
25724,The chest's fine.,positive
25734,"Today, my nephews were visiting and like cowboys.",positive
25738,So the third time I went to ask to see Brenda again and I had her legs painted.,positive
25747,We visited for two and a half hours and didn't even go through half of what is offered.,positive
25748,"I love menudo but just corn, so I'm just asking for corn.",positive
25750,The cashier apologized and was very nice.,positive
25751,"Oh, my God!",positive
25755,"I was so excited to go, I looked delicious.",positive
25756,I can't wait to come back.,positive
25757,"I asked them to cut our sandwich so that my half-friends would be bigger than mine and they said ""o race!""",positive
25760,My friend and I were so excited to come here to eat Latin.,positive
25763,"Next time, I'm gonna try something different, and I hope it'll be soon.",positive
25764,"The vegan burger tasted like a regular burger, but it's better that the burger also looks like a burger.",positive
25772,I read online that it was the first place for ice cream in Arizona.,positive
25774,"I ordered fried rice veggie, the air was good when I picked it up, came home, removed the giant slices of cucumber, and it was there!!!",positive
25781,We were there early enough to sit and it all started well.,positive
25789,Chef made me perfect pasta on the menu to accommodate me with a vegetarian.,positive
25793,"I'm generally satisfied with my car, but as I've had for two years, I can upgrade it.",positive
25795,The Fanta strawberry was good!,positive
25800,Cho's latest comic book isn't as sharp and fresh as I'm the one I want... but it's still funny stuff.,positive
25804,"Still, Dickensian sensitivity updated the story of writer Craig Bartlett is attractive.",positive
25808,A new candle was brought to the table the second the first burned.,positive
25813,"They invented the expression ""Mike's Way"" in an effort to allow you to order your sandwich in a special and tasty way.",positive
25818,"First of all, the service was great.",positive
25820,I don't agree that the food was bad.,positive
25823,Impressive customer service there Lowes...,positive
25836,The film oozes handicrafts .,positive
25839,You should come here for the happy hour.,positive
25852,I'd come back even if I could eat for free.,positive
25853,"Usually, breakfast here is pretty good, so we decided to come to dinner tonight.",positive
25854,"So beautifully played and directed, it is clear that Washington certainly has a new career ahead of him if he chooses it.",positive
25858,"But in the meantime, if you want to be part of a trendy crowd, you have to go.",positive
25862,Nurses are always nice.,positive
25864,"It's like $10 per person and if you go like a family of three, they could give you a special price if you ask them about it and go there often.",positive
25870,"I checked another W-Hotel out of my list, they keep building them faster than I can stay!",positive
25872,What kind of installation was made?,positive
25877,Here we organized a large event for 300 people and we had fairly high expectations based on reviews and other recommendations.,positive
25878,"In fact, we ended up eating our left pancakes for dinner with sausage, so we literally lived out of our breakfast for a day!",positive
25882,It makes me feel more fanciful than I do.,positive
25889,He answers with: What can I help you today?,positive
25903,"I love the fact that you can customize your own bowl of noodles, but that's about it.",positive
25909,speaks eloquently about the symbiotic relationship between art and life.,positive
25910,We went to a place in the eastern valley. It's our favorite bagel place in the eastern valley.,positive
25915,Yet it compensates in heart what it lacks in pure and simple novelty.,positive
25917,"I have to say, for a note of 2 stars difficulty - he threw us a little bit and the puzzles were pretty smart.",positive
25923,We left about a year ago and it was excellent.,positive
25932,I panicked and looked at my friend thinking something was going to fall on us!,positive
25934,"I had eaten here several times, years ago, and it was good.",positive
25956,The equipment seemed in good condition.,positive
25957,Thank God Jekyll and Hyde lived to his name!,positive
25960,"If I was on death row and I was given one last meal, I would have the goat cheese marinated and 10,000 loaves of their baguette.",positive
25963,"I went online and saw the menu, I saw the ""famous Sonoran dogs"" and I immediately wanted it to try.",positive
25965,"When we lived in Ohio, we went there about every week.",positive
25966,They roll short ribs on the grill and it was the sweetest short ribs I've ever tasted.,positive
25967,"The special P.O.V. camera mounts on bikes, skateboards and motorcycles offer an intense experience when it is splashed on the huge IMAX screen.",positive
25970,"While you're in there, there's a chalkboard on the door that you can hang on to.",positive
25981,They weren't shot when they dropped him.,positive
25988,6 years warranty on the car battery had me like whaaaat They're not just limited to car batteries.,positive
25989,"There are not many Vietnamese options in the suburbs, so I usually come here to save gas.",positive
25999,Save your money and experience a life here.,positive
26000,I need to know where they come from.,positive
26003,Thanks to the pool staff for a fun day near the pool.,positive
26014,"Piccalos soup, Happy Hour food and atmosphere is Hands down a lot, much better!!!",positive
26018,"While we were there, a friend of the owners came in, he was all smiling and chatting with his friend.",positive
26028,"A new film by Bill Plympton, the master of animation, is always welcome.",positive
26033,Very nice.,positive
26039,Enjoy your senses and crush this wedding!,positive
26044,I really liked this movie...,positive
26047,"I guess it depends on who's working, but my food is a bomb.",positive
26053,"Usually, places lose their contact after a while, but not this boba joint.",positive
26054,I'll tell my enemy to go.,positive
26057,"Let's Be Fair Here; the manager was calm, cool and collected and assured me that they were cancelling my reservation with a full refund so that I could not meet my needs.",positive
26059,"I even brought my iPad thinking that I would need something just to spend the time, but there was no need.",positive
26062,I am tempted to say that sometimes the marking of 30% in longo's is almost worth receiving this red carpet treatment.,positive
26065,The bowl is actually twice as big as our face.,positive
26071,"When we found out they were opening a location in Surprise, we were delighted since we lived in Surprise.",positive
26073,I'll go back to CERTAINLY when my feet come back.,positive
26076,"While I was waiting, they offered us a soup and a salad bar to get something to calm us down for a few minutes.",positive
26077,"Yeah, it's a nice bridge for what it's worth.",positive
26078,Their claim to fame is that their meatballs are cute net... and I think they're 100%.,positive
26079,I love the bath and the body.,positive
26084,"The problems and characters he reveals are universal and involved, and the film itself -- as well as its delicious distribution -- is so hot, pretty and gifted, it really won my heart.",positive
26085,The patio was good with perfect weather conditions.,positive
26088,Fresh food cooked every day. This food is crazy good!,positive
26090,"I chose to pay the cash deposit, which was not a problem for them, and I recovered everything from the start.",positive
26099,"Yes, I don't mind waiting so long, but I prefer them to get my order and take their time rather than rushing and that's not the case.",positive
26100,"Between the bursts of automatic shots, history offers a sharp critique of capitalism.",positive
26102,"She made the toner again, leaving a good blond color.",positive
26103,"This place was empty @ 5:30 and, depending on the food, it should be full.",positive
26106,"Unfold with such a wallop of you-is it immediately that when the bullets begin to fly, your first instinct is duck.",positive
26117,"I'm here at least once a day for about 5 days a week, and that's enough.",positive
26120,"I told him that I was a vegan and that he was very nice about it, he looked at the menu with me and assured me that he would let you know in the kitchen.",positive
26121,Our waitress was practically at our table waiting to take our order to drink when we were sitting.,positive
26123,They finally found an installation appointment for me for more than a week.,positive
26124,"Broccoli Beef: Easily the best dish, but only because of the advantage.",positive
26127,The film is a fierce dance of destruction.,positive
26131,Pipe Dream has its charms.,positive
26134,He gave us an improved market for a cheaper price.,positive
26136,I was really happy when I found Falcon Landscape Pavers and Masonry and I saw all the brilliant reviews of their work.,positive
26137,My favorite course is Monday 9:30-1100. if practical,positive
26138,"We thought things were good, and everything was going to be fine.",positive
26139,Stage director Sam Mendes presents Tom Hanks as a hit man of the era of depression in this dark story of revenge.,positive
26140,Will be a good customer service.,positive
26142,She was very charming and charismatic.,positive
26143,Dr. Thompson was very nice to me and my kids.,positive
26144,The size was so huge.,positive
26152,Mac and cheese weren't bad.,positive
26154,"I came back for extra laser treatments, face and massage.",positive
26159,"They also put Chinese celery in place, an extra umph of taste.",positive
26165,It brings back good memories of food.,positive
26166,It was the third time I came here.,positive
26170,"In less than half an hour, I got personal answers from both.",positive
26171,A hypnotic cyber hymn and a cruel history of youth culture.,positive
26172,comments and notes speak for themselves!!,positive
26178,"Anyway, love the new shops, the dining area and love swimming pools as they are great!",positive
26181,Well cooked and with precision.,positive
26182,I called and I came back right away and he said he'd do the right thing.,positive
26184,A friend had been coming here for a while and kept making fun of her favorite sushi.,positive
26185,Our drinks were refreshed before we could even get halfway through.,positive
26187,We can get down aisle two-about.,positive
26188,"Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those well-known ""unfilmable"" novels that denied the chances of appearing as an exquisite film in its own right.",positive
26190,It's worth visiting.,positive
26191,I hope this review is useful.,positive
26198,"Morvern Callar confirms Lynne Ramsay as an important, original talent in international cinema.",positive
26201,When did you last experience this level of service in a burger?,positive
26206,Don't agree that it wasn't surprising.,positive
26207,Taste like a real kitchen burger made with tlc.,positive
26209,It's so delicious and inexpensive.,positive
